공고게시일,공고ID,주택유형,지역,전체세대수,특별공급코드,공급유형코드,공고일,번호,시스템구분,상세URL,마감일,상위공급코드,공고명,상위주택유형,공고상태,모바일상세URL,구분,신청일시,서류제출시작일,서류제출종료일,계약시작일,계약종료일,전용면적,임대보증금,월임대료,공급면적,총세대수,첨부파일명,다운로드링크,파일구분명,단지명,단지주소,단지상세주소,교육환경,교통여건,편의시설,난방방식,부대시설,입주예정월
2024.11.08,2015122300017149,국민임대,경상남도,1241,062,07,20241108,1,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017149&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.22,06,진주평거(고령자복지주택) 국민임대(스마트청년형) 자격완화 입주자 모집 공고,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017149&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.12.04,2024.12.06,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(게시용)진주평거(고령자복지주택)국민임대(스마트청년)공고문.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59421911,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.02
2024.11.08,0000060772,공공임대,경기도,1241,060,08,20241108,2,02,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060772&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,2024.11.18,06,수원역푸르지오자이 5년 공공임대주택 예비입주자 모집공고(2024.11.08),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060772&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,일반공급(우선),2024.11.18 09:00 ~ 2024.11.18 16:00,20241122,20241126,NO_DATA,NO_DATA,40.6 ~ 84.99,118424000,468450,82.5748,4086,241108_수원역푸르지오자이5년공공임대주택예비입주자모집공고.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59357675,공고문(PDF),"수원고등(05,주환3) A-1",경기도 수원시 팔달구 고등로 15,"(고등동,수원역푸르지오자이)",-,-,-,지역난방,-,2021년 02월
2024.11.08,2015122300017131,국민임대,전북특별자치도,1241,062,07,20241108,3,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017131&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.28,06,익산한스빌 국민임대주택 예비입주자 완화 모집공고,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017131&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,익산한스빌국민임대주택예비입주자자격완화모집공고문(2024.11.08.).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59421956,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2016.05
2024.11.07,2015122300017126,공공임대,충청남도,1241,061,08,20241107,4,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017126&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08&mi=1026,2024.11.29,06,보령명천2 50년공공임대주택 예비입주자 모집공고(공고일:2024.11.07.),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017126&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,보령명천2_50년공공임대주택_예비입주자_모집_공고문(2024.11.07공고).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59352140,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,1994.11
2024.11.06,2015122300017129,가정어린이집,경기도,1241,064,40,20241106,5,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017129&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40&mi=1026,2024.11.21,06,성남판교대장 A-10BL 가정어린이집 운영예정자 2차 모집 공고('24. 11. 6.),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017129&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.11.28,2024.11.28,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(공고문)가정어린이집운영예정자2차_모집(성남판교대장A-10_신혼희망타운).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59376526,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.09
2024.11.06,2015122300017134,국민임대,경기도,1241,062,07,20241105,6,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017134&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.21,06,[정정공고]남양주시 지역 국민임대주택 예비입주자 모집,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017134&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,남양주시지역국민임대주택예비입주자모집(2024.11.05공고)(마이마이서비스적용)(수정).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59386427,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2010.04
2024.11.06,2015122300017130,공공임대,충청북도,1241,061,08,20241106,7,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017130&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08&mi=1026,2024.11.20,06,음성금왕1 50년공공임대주택 예비입주자 모집 공고[2024.11.06],임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017130&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.01.20,2025.02.20,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(수정)241106_예비입주자모집공고문(음성금왕1).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59371585,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,1999.05
2024.11.05,2015122300017094,국민임대,경기도,1241,062,07,20241105,8,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017094&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.21,06,남양주시 지역 국민임대주택 예비입주자 모집,임대주택,정정공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017094&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,남양주시지역국민임대주택예비입주자모집(2024.11.05공고)(마이마이서비스적용).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59358785,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2010.04
2024.11.05,2015122300017097,영구임대,광주광역시,1241,062,09,20241105,9,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017097&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,2024.11.22,06,광주쌍촌 영구임대주택 예비입주자 모집 공고(공고일 : 2024.11.05),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017097&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,광주쌍촌영구임대주택예비입주자표준모집공고문_개정반영(2024.11.05).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59252770,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,1991.04
2024.11.05,2015122300017090,영구임대,충청남도,1241,062,09,20241105,10,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017090&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,2024.11.22,06,아산읍내 영구임대주택 예비입주자 모집공고(공고일:2024.11.05),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017090&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,아산읍내영구임대주택예비자입주자모집공고문(24.11.05.공고).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59233191,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
2024.11.05,2015122300017086,영구임대,광주광역시,1241,062,09,20241105,11,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017086&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,2024.11.22,06,광주각화 영구임대주택 예비입주자 모집 공고(공고일: 2024.11.05.),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017086&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,광주각화영구임대예비자모집공고(11.5).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59203509,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2018.07
2024.11.05,2015122300017123,공공임대,전북특별자치도,1241,061,08,20241105,12,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017123&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08&mi=1026,2024.11.20,06,익산부송3단지 50년 공공임대 예비입주자 모집,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017123&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.01.20,2026.01.20,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2.익산부송3공임50년표준모집공고문(24.11.05).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59324133,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2017.02
2024.11.01,2015122300017110,국민임대,충청남도,1241,062,07,20241101,13,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017110&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.15,06,"[선계약후검증, 동호지정] 도청이전신도시 RH-11BL 국민임대주택 입주자 추가모집 공고('24.11.01)",임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017110&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.12.09,2024.12.11,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,도청이전신도시RH-11BL국민임대입주자모집공고('24.11.01).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59317888,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2023.07
2024.11.01,2015122300017109,국민임대,충청남도,1241,062,07,20241101,14,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017109&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.15,06,"[선계약후검증, 동호지정] 도청이전신도시 RH10-2BL 국민임대주택 입주자 추가모집 공고('24.11.01)",임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017109&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.12.09,2024.12.11,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,도청이전신도시RH10-2BL국민임대입주자모집공고('24.11.01).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59317916,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2022.11
2024.11.01,2015122300017107,국민임대,강원특별자치도,1241,062,07,20241101,15,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017107&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.22,06,태백철암1 국민임대주택 예비입주자 모집 공고,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017107&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.11.01태백철암국민임대주택모집공고문.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59299238,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.01
2024.10.31,2015122300017108,행복주택,충청북도,1241,063,10,20241031,16,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017108&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,2024.11.27,06,"청주지북 A4, A5 행복주택 입주자모집공고",임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017108&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.04.07,2025.04.11,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(A4공고문)청주지북A4.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59299767,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2026.01
2024.10.31,2015122300017108,행복주택,충청북도,1241,063,10,20241031,16,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017108&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,2024.11.27,06,"청주지북 A4, A5 행복주택 입주자모집공고",임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017108&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.04.07,2025.04.11,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(A5공고문)청주지북A5.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59299781,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2026.01
2024.10.31,2015122300017098,행복주택,서울특별시,1241,063,10,20241031,17,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017098&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,2024.11.15,06,[입주자격완화]서울독산13(광명하안13) 행복주택 입주자격완화 추가모집 공고(주거약자),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017098&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.03.18,2025.03.20,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(공고문)서울독산13(광명하안13)행복주택입주자격완화모집공고문(241031).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59305158,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.12
2024.10.31,2015122300017102,영구임대,서울특별시,1241,062,09,20241031,18,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017102&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,2024.11.13,06,[신규공고]서울독산13(광명하안13) 고령자복지주택(증축영구임대) 입주자 모집 공고,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017102&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.02.10,2025.02.12,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(공고문)서울독산13(광명하안13)고령자복지주택입주자모집(241031).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59305323,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.12
2024.10.31,2015122300017105,국민임대,인천광역시,1241,062,07,20241031,19,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017105&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.15,06,부평역 한라비발디 트레비앙(부평목련아파트주변구역 재개발) 국민임대주택 입주자(당해 사업지구 철거민) 모집공고,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017105&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.12.18,2024.12.20,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,241031부평한라_재개발임대주택_입주자모집공고문_철거민.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59286733,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.12
2024.10.30,0000060767,공공임대,광주광역시,1241,060,08,20241025,20,02,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060767&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,2024.11.05,06,[정정공고]광주선운 3블록 10년 공공임대주택 리츠 예비입주자 모집 공고,임대주택,접수마감,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060767&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,무순위,2024.11.04 10:00 ~ 2024.11.05 17:00,20241111,20241113,NO_DATA,NO_DATA,66.85 ~ 74.98,36680000,544960,90.7708,1022,광주선운3블록10년공공임대주택리츠예비입주자모집공고문(20241015-수정본).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59282081,정정공고문(PDF),광주선운3(공임리츠) 3,광주광역시 광산구 선운로 65,(선암동),"- 지구내 도보 가능한 선운초(‘12년 개교), 선운중(’13년 개교), 인근에 보문고와 호남대학교 위치",- 호남선 KTX송정역이 ‘15.4월 개통- 광주-무안간 고속도로(운수IC)가 약 1km이내 - 지하철 광주송정역이 약 1.8km 이내 - 광주공항이 약 3km 이내 위치,"- 하남지구, 수완지구, 상무지구의 대형마트 및 생활편의시설 이용가능",개별가스난방,-,2017년 08월
2024.10.30,2015122300017104,행복주택,세종특별자치시,1241,063,10,20241030,21,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017104&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,2024.11.13,06,행정중심복합도시 4-2M2(세종 새나루12단지) 행복주택 자격완화 선계약 후검증 입주자 모집 공고(2024.10.30),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017104&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.12.03,2024.12.05,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,행정중심복합도시4-2생활권M2블록(새나루마을12단지)행복주택자격완화선계약후검증입주자모집공고(2024.10.30).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59286320,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2021.03
2024.10.30,0000060766,공공임대,충청남도,1241,060,08,20241030,22,02,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060766&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,2024.11.12,06,"논산내동(2) 1단지 10년공임임대, 분납임대주택 예비입주자 모집",임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060766&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,무순위,2024.11.12 10:00 ~ 2024.11.12 17:00,20241119,20241120,99990101,99991231,51.84 ~ 59.44,27102000,376010,72.1592,538,논산내동(2)1단지공공임대주택예비입주자모깁공고(2024.10.30).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59155369,공고문(PDF),"논산내동2(05,국민) A-1","충청남도 논산시 시민로132번길 10(내동,LH논산내동2 A-1BL)",NO_DATA,공고문참조,공고문참조,공고문참조,개별난방,공고문참조,2014년 04월
2024.10.30,2015122300017095,영구임대,경상북도,1241,062,09,20241028,23,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017095&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,2024.11.15,06,[정정공고]안동옥동2 영구임대주택 예비입주자 모집,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017095&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024년영구임대주택예비자입주자모집공고문(안동옥동2)(정정).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59264905,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,1993.10
2024.10.29,2015122300017080,국민임대,경상북도,1241,062,07,20241029,24,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017080&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.21,06,상주공검 국민임대 예비입주자 모집공고,임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017080&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2025.03.26,2025.03.27,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,(20241029)상주공검_국민임대주택_예비입주자_모집_공고문.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59239846,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2022.01
2024.10.28,2015122300017089,국민임대,경상남도,1241,062,07,20241028,25,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017089&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,2024.11.12,06,김해진영 휴먼시아 6단지 국민임대주택 자격완화 및 선착순동호지정 입주자모집(선계약·후검증),임대주택,공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017089&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024.11.19,2024.11.20,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,김해진영6국민임대자격완화동호지정입주자모집공고('24.10.28.)수정.pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59226320,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2017.05
2024.10.28,2015122300017072,영구임대,경상북도,1241,062,09,20241028,26,03,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017072&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,2024.11.15,06,안동옥동2 영구임대주택 예비입주자 모집,임대주택,정정공고중,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017072&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09&mi=1026,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,2024년영구임대주택예비자입주자모집공고문(안동옥동2).pdf,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59125357,공고문(PDF),NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,1993.10
